image_id,question_score
coco_827653_stable_diffusion_v2_1.jpg,1
99_People are wearing helmets standing next to bikes in the woods._0_dalle_v2.png,1
99_People are wearing helmets standing next to bikes in the woods._1_dalle_v2.png,1
99_People are wearing helmets standing next to bikes in the woods._2_dalle_v2.png,1
99_People are wearing helmets standing next to bikes in the woods._3_dalle_v2.png,1
99_People are wearing helmets standing next to bikes in the woods._4_dalle_v2.png,1
99_People wearing helmets standing next to bikes._0_dalle_v2.png,0.75
99_People wearing helmets standing next to bikes._1_dalle_v2.png,0.75
99_People wearing helmets standing next to bikes._2_dalle_v2.png,0.75
99_People wearing helmets standing next to bikes._3_dalle_v2.png,0.75
99_People standing in the woods._0_dalle_v2.png,0.375
99_People standing in the woods._1_dalle_v2.png,0.25
99_People standing in the woods._2_dalle_v2.png,0.5
99_People standing in the woods._3_dalle_v2.png,0.5
99_People standing in the woods._4_dalle_v2.png,0.625
99_People wearing helmets._0_dalle_v2.png,0.625
99_People wearing helmets._1_dalle_v2.png,0.5
99_People wearing helmets._2_dalle_v2.png,0.5
99_People wearing helmets._3_dalle_v2.png,0.5
99_People wearing helmets._4_dalle_v2.png,0.75
99_Bikes in the woods._0_dalle_v2.png,0.5
99_Bikes in the woods._1_dalle_v2.png,0.375
99_Bikes in the woods._2_dalle_v2.png,0.5
99_Bikes in the woods._3_dalle_v2.png,0.5
99_Bikes in the woods._4_dalle_v2.png,0.375
99_People._0_dalle_v2.png,0.25
99_People._1_dalle_v2.png,0.125
99_People._2_dalle_v2.png,0.125
99_People._3_dalle_v2.png,0.125
99_People._4_dalle_v2.png,0.25
99_Helmets._0_dalle_v2.png,0.625
99_Helmets._1_dalle_v2.png,0.5
99_Helmets._2_dalle_v2.png,0.375
99_Helmets._3_dalle_v2.png,0.375
99_Helmets._4_dalle_v2.png,0.5
99_Bikes._0_dalle_v2.png,0.125
99_Bikes._1_dalle_v2.png,0.375
99_Bikes._2_dalle_v2.png,0.125
99_Bikes._3_dalle_v2.png,0.125
99_Bikes._4_dalle_v2.png,0.125
99_The woods._0_dalle_v2.png,0.25
99_The woods._1_dalle_v2.png,0.25
99_The woods._2_dalle_v2.png,0.25
99_The woods._3_dalle_v2.png,0.25
99_The woods._4_dalle_v2.png,0.25
coco_645405_stable_diffusion_v2_1.jpg,1
100_A teddy bear under some furniture that appears to be turned on it's side._1_dalle_v2.png,0.5
100_A teddy bear under some furniture that appears to be turned on it's side._2_dalle_v2.png,0.75
100_A teddy bear under some furniture that appears to be turned on it's side._3_dalle_v2.png,0.75
100_A teddy bear under some furniture that appears to be turned on it's side._4_dalle_v2.png,0.75
100_A teddy bear._0_dalle_v2.png,0.25
100_A teddy bear._1_dalle_v2.png,0.25
100_A teddy bear._2_dalle_v2.png,0.5
100_A teddy bear._3_dalle_v2.png,0.25
100_A teddy bear._4_dalle_v2.png,0.25
coco_720267_stable_diffusion_v2_1.jpg,1
101_two men riding horses through a grassy field_2_dalle_v2.png,1
101_two men riding horses through a grassy field_0_dalle_v2.png,1
101_two men riding horses through a grassy field_1_dalle_v2.png,1
101_two men riding horses through a grassy field_3_dalle_v2.png,1
101_two men riding horses through a grassy field_4_dalle_v2.png,1
101_two men walking through a grassy field_2_dalle_v2.png,0.4444444444
101_two men walking through a grassy field_0_dalle_v2.png,0.4444444444
101_two men walking through a grassy field_1_dalle_v2.png,0.4444444444
101_two men walking through a grassy field_3_dalle_v2.png,0.4444444444
101_two men walking through a grassy field_4_dalle_v2.png,0.4444444444
101_two men riding horses (through the ocean)_1_dalle_v2.png,0.5555555556
101_two men riding horses (through the ocean)_2_dalle_v2.png,0.5555555556
101_two men riding horses (through the ocean)_0_dalle_v2.png,0.5555555556
101_two men riding horses (through the ocean)_3_dalle_v2.png,0.5555555556
101_two men riding horses (through the ocean)_4_dalle_v2.png,0.5555555556
101_two horses through a grassy field_0_dalle_v2.png,0.5555555556
101_two horses through a grassy field_1_dalle_v2.png,0.5555555556
101_two horses through a grassy field_2_dalle_v2.png,0.4444444444
101_two horses through a grassy field_3_dalle_v2.png,0.5555555556
101_two horses through a grassy field_4_dalle_v2.png,0.5555555556
101_two men walking by a sidewalk_2_dalle_v2.png,0.2222222222
101_two men walking by a sidewalk_0_dalle_v2.png,0.2222222222
101_two men walking by a sidewalk_1_dalle_v2.png,0.2222222222
101_two men walking by a sidewalk_3_dalle_v2.png,0.2222222222
101_two men walking by a sidewalk_4_dalle_v2.png,0.2222222222
101_two horses walking by a sidewalk_0_dalle_v2.png,0.2222222222
101_two horses walking by a sidewalk_1_dalle_v2.png,0.2222222222
101_two horses walking by a sidewalk_2_dalle_v2.png,0.2222222222
101_two horses walking by a sidewalk_3_dalle_v2.png,0.2222222222
101_two horses walking by a sidewalk_4_dalle_v2.png,0.2222222222
101_a grassy field_0_dalle_v2.png,0.2222222222
101_a grassy field_1_dalle_v2.png,0.2222222222
101_a grassy field_2_dalle_v2.png,0.2222222222
101_a grassy field_3_dalle_v2.png,0.2222222222
101_a grassy field_4_dalle_v2.png,0.2222222222
paintskill_374_stable_diffusion_v2_1.jpg,1
102_a photo of bear and dining table; dining table is below bear_2_dalle_v2.png,1
102_a photo of bear and dining table; dining table is below bear_4_dalle_v2.png,1
102_a photo of bear._0_dalle_v2.png,0.5
102_a photo of bear._1_dalle_v2.png,0.5
102_a photo of bear._2_dalle_v2.png,0.5
102_a photo of bear._3_dalle_v2.png,0.5
102_a photo of bear._4_dalle_v2.png,0.5
102_a photo of dining table_0_dalle_v2.png,0.875
102_a photo of dining table_1_dalle_v2.png,0.75
102_a photo of dining table_2_dalle_v2.png,0.75
102_a photo of dining table_3_dalle_v2.png,0.75
102_a photo of dining table_4_dalle_v2.png,0.75
coco_572796_stable_diffusion_v2_1.jpg,1
103_A young woman with green eyes and green lips._0_dalle_v2.png,1
103_A young woman with green eyes and green lips._2_dalle_v2.png,1
103_A young woman with green eyes and red lips._4_dalle_v2.png,1
103_A young woman with brown eyes and green lips._3_dalle_v2.png,1
partiprompt_931_stable_diffusion_v2_1.jpg,0.8
104_a cat jumping in the air to get onto a table_0_dalle_v2.png,1
104_a cat jumping in the air to get onto a table_2_dalle_v2.png,1
104_a cat jumping in the air_0_dalle_v2.png,0.6
104_a cat jumping in the air_1_dalle_v2.png,0.6
104_a cat jumping in the air_2_dalle_v2.png,0.4
104_a cat jumping in the air_3_dalle_v2.png,0.6
104_a cat jumping in the air_4_dalle_v2.png,0.6
104_a table_0_dalle_v2.png,0.2
104_a table_1_dalle_v2.png,0.2
104_a table_2_dalle_v2.png,0.2
104_a table_3_dalle_v2.png,0.2
104_a table_4_dalle_v2.png,0.2
partiprompt_1004_stable_diffusion_v2_1.jpg,1
105_a wood treehouse in an oak tree_0_dalle_v2.png,1
105_a wood treehouse in an oak tree_1_dalle_v2.png,1
105_a wood treehouse in an oak tree_2_dalle_v2.png,1
105_a wood treehouse in an oak tree_3_dalle_v2.png,1
105_a wood treehouse in an oak tree_4_dalle_v2.png,1
105_a wood treehouse on a cloud_0_dalle_v2.png,0.75
105_a wood treehouse on a cloud_2_dalle_v2.png,0.75
105_a wood treehouse on a cloud_3_dalle_v2.png,0.75
105_an oak tree_0_dalle_v2.png,0
105_an oak tree_1_dalle_v2.png,0.5
105_an oak tree_2_dalle_v2.png,0.25
105_an oak tree_3_dalle_v2.png,0.25
105_an oak tree_4_dalle_v2.png,0.75
paintskill_31_stable_diffusion_v2_1.jpg,1
106_a photo of blue fire hydrant_0_dalle_v2.png,1
106_a photo of blue fire hydrant_1_dalle_v2.png,1
106_a photo of blue fire hydrant_2_dalle_v2.png,1
106_a photo of blue fire hydrant_3_dalle_v2.png,1
106_a photo of blue fire hydrant_4_dalle_v2.png,1
106_a photo of a sidewalk_0_dalle_v2.png,1
106_a photo of a sidewalk_1_dalle_v2.png,0.6666666667
106_a photo of a sidewalk_2_dalle_v2.png,0.3333333333
106_a photo of a sidewalk_3_dalle_v2.png,0.6666666667
106_a photo of a sidewalk_4_dalle_v2.png,1
paintskill_409_stable_diffusion_v2_1.jpg,1
107_a photo of chair and dining table; dining table is left to chair_0_dalle_v2.png,1
107_a photo of chair and dining table; dining table is left to chair_1_dalle_v2.png,1
107_a photo of chair and dining table; dining table is left to chair_2_dalle_v2.png,1
107_a photo of chair and dining table; dining table is left to chair_3_dalle_v2.png,1
107_a photo of chair and dining table; dining table is left to chair_4_dalle_v2.png,1
107_a photo of chair._0_dalle_v2.png,0.25
107_a photo of chair._1_dalle_v2.png,0.25
107_a photo of chair._2_dalle_v2.png,0.75
107_a photo of chair._3_dalle_v2.png,0.5
107_a photo of chair._4_dalle_v2.png,0.25
paintskill_156_stable_diffusion_v2_1.jpg,0.9166666667
"108_a photo of bed, chair, and stop sign; stop sign is above bed_3_dalle_v2.png",0.8333333333
"108_a photo of bed, chair, and stop sign; stop sign is above bed_4_dalle_v2.png",0.8333333333
"108_a photo of bed, lamp, and stop sign; stop sign is above bed_0_dalle_v2.png",0.75
"108_a photo of bed, lamp, and stop sign; stop sign is above bed_1_dalle_v2.png",0.6666666667
"108_a photo of bed, chair, and lamp._0_dalle_v2.png",0.9166666667
"108_a photo of bed, chair, and lamp._4_dalle_v2.png",0.9166666667
"108_a photo of bed, and stop sign; stop sign is above bed_0_dalle_v2.png",0.5833333333
"108_a photo of bed, and stop sign; stop sign is above bed_1_dalle_v2.png",0.6666666667
"108_a photo of bed, and stop sign; stop sign is above bed_3_dalle_v2.png",0.75
"108_a photo of bed, and stop sign; stop sign is above bed_4_dalle_v2.png",0.8333333333
108_a photo of bed and chair._1_dalle_v2.png,0.75
108_a photo of bed and lamp._0_dalle_v2.png,0.75
108_a photo of bed and lamp._1_dalle_v2.png,0.8333333333
108_a photo of bed and lamp._2_dalle_v2.png,0.5833333333
108_a photo of bed and lamp._3_dalle_v2.png,0.5833333333
108_a photo of chair and lamp._0_dalle_v2.png,0.5833333333
108_a photo of chair and lamp._1_dalle_v2.png,0.5833333333
108_a photo of chair and lamp._2_dalle_v2.png,0.5833333333
108_a photo of chair and lamp._3_dalle_v2.png,0.75
108_a photo of chair and lamp._4_dalle_v2.png,0.5833333333
108_a photo of chair and light._0_dalle_v2.png,0.5
108_a photo of chair and light._1_dalle_v2.png,0.5833333333
108_a photo of chair and stop sign._0_dalle_v2.png,0.5
108_a photo of chair and stop sign._1_dalle_v2.png,0.5
108_a photo of chair and stop sign._2_dalle_v2.png,0.5
108_a photo of chair and stop sign._3_dalle_v2.png,0.5
108_a photo of chair and stop sign._4_dalle_v2.png,0.5
108_a photo of a bed in an empty room._0_dalle_v2.png,0.5833333333
108_a photo of a bed in an empty room._1_dalle_v2.png,0.6666666667
108_a photo of a bed in an empty room._2_dalle_v2.png,0.3333333333
108_a photo of a bed in an empty room._3_dalle_v2.png,0.75
108_a photo of a bed in an empty room._4_dalle_v2.png,0.4166666667
108_a photo of a chair in an empty room._0_dalle_v2.png,0.5833333333
108_a photo of a chair in an empty room._1_dalle_v2.png,0.5
108_a photo of a chair in an empty room._2_dalle_v2.png,0.5
108_a photo of a chair in an empty room._3_dalle_v2.png,0.5
108_a photo of a chair in an empty room._4_dalle_v2.png,0.5
108_a photo of a stop sign in an empty room._0_dalle_v2.png,0.5
108_a photo of a stop sign in an empty room._1_dalle_v2.png,0.1666666667
108_a photo of a stop sign in an empty room._2_dalle_v2.png,0.25
108_a photo of a stop sign in an empty room._3_dalle_v2.png,0.25
108_a photo of a stop sign in an empty room._4_dalle_v2.png,0.25
108_a photo of a lamp in an empty room._1_dalle_v2.png,0.5833333333
108_a photo of a lamp in an empty room._2_dalle_v2.png,0.6666666667
108_a photo of a lamp in an empty room._3_dalle_v2.png,0.5833333333
108_a photo of a lamp in an empty room._4_dalle_v2.png,0.6666666667
108_a photo of a light in an empty room._0_dalle_v2.png,0.1666666667
108_a photo of a light in an empty room._1_dalle_v2.png,0.5833333333
108_a photo of a light in an empty room._3_dalle_v2.png,0.6666666667
108_a photo of a light in an empty room._4_dalle_v2.png,0.3333333333
partiprompt_1138_stable_diffusion_v2_1.jpg,1
109_A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch._0_dalle_v2.png,0.8
109_A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch._1_dalle_v2.png,1
109_A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch._2_dalle_v2.png,0.8
109_A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch._3_dalle_v2.png,1
109_A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch._4_dalle_v2.png,1
109_A Mesoamerican pyramid surrounded by an empty desert. detailed charcoal sketch._0_dalle_v2.png,0.6
109_A Mesoamerican pyramid surrounded by an empty desert. detailed charcoal sketch._1_dalle_v2.png,0.6
109_A Mesoamerican pyramid surrounded by an empty desert. detailed charcoal sketch._2_dalle_v2.png,0.6
109_A Mesoamerican pyramid surrounded by an empty desert. detailed charcoal sketch._3_dalle_v2.png,0.6
109_A Mesoamerican pyramid surrounded by an empty desert. detailed charcoal sketch._4_dalle_v2.png,0.6
109_jungle. detailed charcoal sketch._0_dalle_v2.png,0.6
109_jungle. detailed charcoal sketch._1_dalle_v2.png,0.6
109_jungle. detailed charcoal sketch._2_dalle_v2.png,0.6
109_jungle. detailed charcoal sketch._3_dalle_v2.png,0.6
109_jungle. detailed charcoal sketch._4_dalle_v2.png,0.6
partiprompt_194_stable_diffusion_v2_1.jpg,1
110_A punk rock squirrel with a microphone while standing on a lily pad_0_dalle_v2.png,0.8
110_A punk rock squirrel with a microphone while standing on a lily pad_2_dalle_v2.png,1
110_A punk rock squirrel with a microphone while standing on a lily pad_3_dalle_v2.png,0.8
110_A punk rock squirrel with a microphone while standing on a lily pad_4_dalle_v2.png,1
110_a microphone on a lily pad_0_dalle_v2.png,0.4
110_a microphone on a lily pad_1_dalle_v2.png,0.6
110_a microphone on a lily pad_2_dalle_v2.png,0.2
110_a microphone on a lily pad_3_dalle_v2.png,0.2
110_a microphone on a lily pad_4_dalle_v2.png,0.2
110_A punk rock squirrel standing on a lily pad_0_dalle_v2.png,0.6
110_A punk rock squirrel standing on a lily pad_4_dalle_v2.png,0.6
110_A punk rock squirrel with a microphone_0_dalle_v2.png,0.8
110_A punk rock squirrel with a microphone_1_dalle_v2.png,0.8
110_A punk rock squirrel with a microphone_2_dalle_v2.png,0.8
110_A punk rock squirrel with a microphone_3_dalle_v2.png,0.8
110_A punk rock squirrel with a microphone_4_dalle_v2.png,0.8
110_a lily pad_0_dalle_v2.png,0.2
110_a lily pad_1_dalle_v2.png,0.4
110_a lily pad_2_dalle_v2.png,0.2
110_a lily pad_3_dalle_v2.png,0.4
110_a lily pad_4_dalle_v2.png,0.2
110_a microphone_0_dalle_v2.png,0.2
110_a microphone_1_dalle_v2.png,0.2
110_a microphone_2_dalle_v2.png,0.2
110_a microphone_3_dalle_v2.png,0.2
110_a microphone_4_dalle_v2.png,0.2
110_A punk rock squirrel_0_dalle_v2.png,0.6
110_A punk rock squirrel_1_dalle_v2.png,0.4
110_A punk rock squirrel_3_dalle_v2.png,0.6
111-1-natural-image.jpg,1
111-2-natural-image.jpg,0.8
111-3-natural-image.jpg,1
111-4-natural-image.jpg,0.6
111-5-natural-image.jpg,0.8
111-6-natural-image.jpg,0.8
112-1-natural-image.jpg,0.7142857143
112-2-natural-image.jpg,0.5714285714
112-3-natural-image.jpg,0.7142857143
112-4-natural-image.jpg,0.4285714286
112-5-natural-image.jpg,0.5714285714
112-6-natural-image.jpg,0.4285714286
113-1-natural-image.jpg,1
113-2-natural-image.jpg,1
113-3-natural-image.jpg,0.625
113-4-natural-image.jpg,0.625
113-5-natural-image.jpg,0.75
113-6-natural-image.jpg,0.875
114-1-natural-image.jpg,1
114-2-natural-image.jpg,1
114-3-natural-image.jpg,0.8571428571
114-4-natural-image.jpg,0.8571428571
114-5-natural-image.jpg,0.8571428571
114-6-natural-image.jpg,0.8571428571
115-1-natural-image.jpg,1
115-2-natural-image.jpg,0.5714285714
115-3-natural-image.jpg,0.7142857143
115-4-natural-image.jpg,0.4285714286
115-5-natural-image.jpg,0.7142857143
115-6-natural-image.jpg,0.5714285714
116-1--natural-image.jpg,1
116-2--natural-image.jpg,1
116-3--natural-image.jpg,1
116-4--natural-image.jpg,1
116-5--natural-image.jpg,1
116-6--natural-image.jpg,0.8333333333
117-1--natural-image.jpg,1
117-2--natural-image.jpg,1
117-3--natural-image.jpg,1
117-4--natural-image.jpg,1
117-5--natural-image.jpg,0.8
117-6--natural-image.jpg,0.6
118-1-natural-image.jpg,1
118-2-natural-image.jpg,1
118-3-natural-image.jpg,0.6666666667
118-4-natural-image.jpg,0.6666666667
118-5-natural-image.jpg,0.6666666667
118-6-natural-image.jpg,0.6666666667
119-1-natural-image.jpg,1
119-2-natural-image.jpg,1
119-3-natural-image.jpg,1
119-4-natural-image.jpg,1
119-5-natural-image.jpg,1
119-6-natural-image.jpg,0.875
120-1-natural-image.jpg,1
120-2-natural-image.jpg,0.625
120-3-natural-image.jpg,0.75
120-4-natural-image.jpg,0.625
120-5-natural-image.jpg,1
120-6-natural-image.jpg,0.75
121-1-natural-image.jpg,0.8888888889
121-2-natural-image.jpg,0.8888888889
121-3-natural-image.jpg,1
121-4-natural-image.jpg,0.4444444444
121-5-natural-image.jpg,0.5555555556
121-6-natural-image.jpg,0.7777777778
122-1-natural-image.jpg,1
122-2-natural-image.jpg,0.8
122-3-natural-image.jpg,0.8
122-4-natural-image.jpg,1
122-5-natural-image.jpg,0.8
122-6-natural-image.jpg,0.6
123-1-natural-image.jpg,1
123-2-natural-image.jpg,0.6666666667
123-3-natural-image.jpg,0.8333333333
123-4-natural-image.jpg,0.3333333333
123-5-natural-image.jpg,0.8333333333
123-6-natural-image.jpg,0.8333333333
124-1-natural-image.jpg,0.7142857143
124-2-natural-image.jpg,1
124-3-natural-image.jpg,0.4285714286
124-4-natural-image.jpg,0.8571428571
124-5-natural-image.jpg,0.8571428571
124-6-natural-image.jpg,0.4285714286
125-1-natural-image.jpg,1
125-2-natural-image.jpg,0.8
125-3-natural-image.jpg,0.8
125-4-natural-image.jpg,1
125-5-natural-image.jpg,0.8
125-6-natural-image.jpg,0.6
126-1-natural-image.jpg,1
126-2-natural-image.jpg,0.7142857143
126-3-natural-image.jpg,0.7142857143
126-4-natural-image.jpg,0.5714285714
126-5-natural-image.jpg,0.4285714286
126-6-natural-image.jpg,0.5714285714
127-1-natural-image.jpg,1
127-2-natural-image.jpg,0.6666666667
127-3-natural-image.jpg,0.7777777778
127-4-natural-image.jpg,0.7777777778
127-5-natural-image.jpg,0.5555555556
127-6-natural-image.jpg,0.4444444444
128-1-natural-image.jpg,1
128-2-natural-image.jpg,1
128-3-natural-image.jpg,0.6666666667
128-4-natural-image.jpg,0.6666666667
128-5-natural-image.jpg,0.8333333333
128-6-natural-image.jpg,0.3333333333
129-1-natural-image.jpg,0.8
129-2-natural-image.jpg,0.6
129-3-natural-image.jpg,0.6
129-4-natural-image.jpg,0.6
129-5-natural-image.jpg,1
129-6-natural-image.jpg,0.2
130-1-natural-image.jpg,1
130-2-natural-image.jpg,0.8333333333
130-3-natural-image.jpg,0.6666666667
130-4-natural-image.jpg,0.6666666667
130-5-natural-image.jpg,0.6666666667
130-6-natural-image.jpg,0.6666666667
131-1-natural-image.jpg,1
131-2-natural-image.jpg,0.8
131-3-natural-image.jpg,0.8
131-4-natural-image.jpg,0.4
131-5-natural-image.jpg,0.6
131-6-natural-image.jpg,0.6
132-1-natural-image.jpg,1
132-2-natural-image.jpg,0.6666666667
132-3-natural-image.jpg,0.5
132-4-natural-image.jpg,0.6666666667
132-5-natural-image.jpg,0.8333333333
132-6-natural-image.jpg,1
133-1-natural-image.jpg,0.8
133-2-natural-image.jpg,0.6
133-3-natural-image.jpg,0.8
133-4-natural-image.jpg,0.6
133-5-natural-image.jpg,0.4
133-6-natural-image.jpg,0.8
134-1-natural-image.jpg,1
134-2-natural-image.jpg,0.8333333333
134-3-natural-image.jpg,0.8333333333
134-4-natural-image.jpg,0.6666666667
134-5-natural-image.jpg,1
134-6-natural-image.jpg,1
135-1-natural-image.jpg,0.75
135-2-natural-image.jpg,0.875
135-3-natural-image.jpg,0.625
135-4-natural-image.jpg,0.625
135-5-natural-image.jpg,0.5
135-6-natural-image.jpg,0.375
136-1-synthetic-image.jpg,0.5
136-2-synthetic-image.jpg,1
136-3-synthetic-image.jpg,1
136-4-synthetic-image.jpg,1
136-5-synthetic-image.jpg,0.5
137-1-synthetic-image.jpg,1
137-2-synthetic-image.jpg,1
137-3-synthetic-image.jpg,1
137-4-synthetic-image.jpg,1
137-5-synthetic-image.jpg,1
138-1-synthetic-image.jpg,0.75
138-2-synthetic-image.jpg,1
138-3-synthetic-image.jpg,0.5
138-4-synthetic-image.jpg,1
138-5-synthetic-image.jpg,1
139-1-synthetic-image.jpg,0.5
139-2-synthetic-image.jpg,0.5
139-3-synthetic-image.jpg,1
139-4-synthetic-image.jpg,0.5
139-5-synthetic-image.jpg,0
140-1-synthetic-image.jpg,1
140-2-synthetic-image.jpg,0.75
140-3-synthetic-image.jpg,0.5
140-4-synthetic-image.jpg,0.5
140-5-synthetic-image.jpg,0.5
141-1-synthetic-image.jpg,0.8
141-2-synthetic-image.jpg,0.8
141-3-synthetic-image.jpg,1
141-4-synthetic-image.jpg,1
141-5-synthetic-image.jpg,0.8
142-1-synthetic-image.png,0.6666666667
142-2-synthetic-image.png,0.6666666667
142-3-synthetic-image.png,0.6666666667
142-4-synthetic-image.png,0.6666666667
142-5-synthetic-image.png,0.6666666667
143-1-synthetic-image.png,0.3333333333
143-2-synthetic-image.png,0.3333333333
143-3-synthetic-image.png,0.3333333333
143-4-synthetic-image.png,0.3333333333
143-5-synthetic-image.png,0
144-1-synthetic-image.png,0.3333333333
144-2-synthetic-image.png,0.3333333333
144-3-synthetic-image.png,0.3333333333
144-4-synthetic-image.png,0.3333333333
144-5-synthetic-image.png,0.3333333333
145-1-synthetic-image.png,0.8333333333
145-2-synthetic-image.png,0.6666666667
145-3-synthetic-image.png,0.8333333333
145-4-synthetic-image.png,0.6666666667
145-5-synthetic-image.png,1
146_a girl with red hair_0.png,1
146_a girl with red hair_1.png,1
146_a girl with red hair_2.png,1
146_a girl with red hair_3.png,1
146_a girl with red hair_4.png,1
147_a man cooking potatoes_0.png,1
147_a man cooking potatoes_1.png,1
147_a man cooking potatoes_2.png,1
147_a man cooking potatoes_3.png,1
147_a man cooking potatoes_4.png,1
148_a girl sleeping_0.png,1
148_a girl sleeping_1.png,1
148_a girl sleeping_2.png,1
148_a girl sleeping_3.png,1
148_a girl sleeping_4.png,1
149_a girl and a man_0.png,1
149_a girl and a man_1.png,1
149_a girl and a man_2.png,1
149_a girl and a man_3.png,1
149_a girl and a man_4.png,1
150_a baby girl with red hair and an old man with white hair_0.png,0.5
150_a baby girl with red hair and an old man with white hair_1.png,1
150_a baby girl with red hair and an old man with white hair_2.png,1
150_a baby girl with red hair and an old man with white hair_3.png,1
150_a baby girl with red hair and an old man with white hair_4.png,0.8333333333
151_a girl with red hair sleeping on a couch_0.png,0.8
151_a girl with red hair sleeping on a couch_1.png,1
151_a girl with red hair sleeping on a couch_2.png,1
151_a girl with red hair sleeping on a couch_3.png,1
151_a girl with red hair sleeping on a couch_4.png,1
152_an old man with white hair_0.png,1
152_an old man with white hair_1.png,1
152_an old man with white hair_2.png,1
152_an old man with white hair_3.png,0.75
152_an old man with white hair_4.png,0.75
153_an old man cooking potatoes_0.png,1
153_an old man cooking potatoes_1.png,1
153_an old man cooking potatoes_2.png,1
153_an old man cooking potatoes_3.png,0.6666666667
153_an old man cooking potatoes_4.png,1
154_a girl with red hair and a man with white hair_0.png,1
154_a girl with red hair and a man with white hair_1.png,1
154_a girl with red hair and a man with white hair_2.png,0.6666666667
154_a girl with red hair and a man with white hair_3.png,1
154_a girl with red hair and a man with white hair_4.png,0.8333333333
155_an old man with white hair cooking potatoes_0.png,0.6666666667
155_an old man with white hair cooking potatoes_1.png,1
155_an old man with white hair cooking potatoes_2.png,0.6666666667
155_an old man with white hair cooking potatoes_3.png,0.6666666667
155_an old man with white hair cooking potatoes_4.png,0.6666666667
156_a girl sleeping on a couch_0.png,1
156_a girl sleeping on a couch_1.png,1
156_a girl sleeping on a couch_2.png,1
156_a girl sleeping on a couch_3.png,1
156_a girl sleeping on a couch_4.png,1
157_a man with white hair cooking potatoes_0.png,1
157_a man with white hair cooking potatoes_1.png,1
157_a man with white hair cooking potatoes_2.png,1
157_a man with white hair cooking potatoes_3.png,1
157_a man with white hair cooking potatoes_4.png,1
158_a man with white hair_0.png,1
158_a man with white hair_1.png,1
158_a man with white hair_2.png,1
158_a man with white hair_3.png,1
158_a man with white hair_4.png,0.6666666667
159_a man cooking_0.png,1
159_a man cooking_1.png,1
159_a man cooking_2.png,1
159_a man cooking_3.png,1
159_a man cooking_4.png,1
160_a girl_0.png,0
160_a girl_1.png,1
160_a girl_2.png,0
160_a girl_3.png,0
160_a girl_4.png,1
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_0.png,0.8888888889
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_1.png,0.8888888889
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_2.png,0.7777777778
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_3.png,0.7777777778
161_a girl with red hair sleeping on a couch and a man with white hair cooking potatoes_4.png,0.7777777778
162_a baby girl sleeping on a couch and an old man cooking potatoes_0.png,0.7142857143
162_a baby girl sleeping on a couch and an old man cooking potatoes_1.png,0.7142857143
162_a baby girl sleeping on a couch and an old man cooking potatoes_2.png,0.5714285714
162_a baby girl sleeping on a couch and an old man cooking potatoes_3.png,0.7142857143
162_a baby girl sleeping on a couch and an old man cooking potatoes_4.png,0.5714285714
163_a baby girl with red hair_0.png,1
163_a baby girl with red hair_1.png,1
163_a baby girl with red hair_2.png,1
163_a baby girl with red hair_3.png,1
163_a baby girl with red hair_4.png,1
164_a baby girl sleeping and an old man cooking_0.png,0.3333333333
164_a baby girl sleeping and an old man cooking_1.png,0.8333333333
164_a baby girl sleeping and an old man cooking_2.png,0.8333333333
164_a baby girl sleeping and an old man cooking_3.png,0.5
164_a baby girl sleeping and an old man cooking_4.png,0.8333333333
165_a photo of a cat reading_0.png,1
165_a photo of a cat reading_1.png,1
165_a photo of a cat reading_2.png,1
165_a photo of a cat reading_3.png,1
165_a photo of a cat reading_4.png,0.6666666667
166_a photo of a cat reading a book_0.png,1
166_a photo of a cat reading a book_1.png,0.75
166_a photo of a cat reading a book_2.png,0.75
166_a photo of a cat reading a book_3.png,0.75
166_a photo of a cat reading a book_4.png,0.75
167_a photo of a dog with blue eyes_0.png,1
167_a photo of a dog with blue eyes_1.png,1
167_a photo of a dog with blue eyes_2.png,1
167_a photo of a dog with blue eyes_3.png,1
167_a photo of a dog with blue eyes_4.png,1
168_a photo of a white dog with blue eyes_0.png,1
168_a photo of a white dog with blue eyes_1.png,1
168_a photo of a white dog with blue eyes_2.png,1
168_a photo of a white dog with blue eyes_3.png,1
168_a photo of a white dog with blue eyes_4.png,1
169_a photo of a white dog playing soccer_0.png,1
169_a photo of a white dog playing soccer_1.png,0.75
169_a photo of a white dog playing soccer_2.png,1
169_a photo of a white dog playing soccer_3.png,0.75
169_a photo of a white dog playing soccer_4.png,1
170_a photo of a dog playing soccer_0.png,1
170_a photo of a dog playing soccer_1.png,1
170_a photo of a dog playing soccer_2.png,1
170_a photo of a dog playing soccer_3.png,1
170_a photo of a dog playing soccer_4.png,1
171_a photo of a dog_0.png,1
171_a photo of a dog_1.png,1
171_a photo of a dog_2.png,1
171_a photo of a dog_3.png,1
171_a photo of a dog_4.png,1
172_a photo of a dog playing_0.png,1
