id,image_id,llava_dsg,llava_tifa,llava-alt_dsg,fuyu_dsg,mplug_dsg,mplug_tifa,llava-alt_tifa,fuyu_tifa,llmscore_over,llmscore_ec,clipscore_norm,blipscore_norm,alignscore_norm,viescore
110,12,0.6,0.75,0.6,0.4,0.6,0.75,0.75,0.375,3,9,0.66,-0.31,0.59,6
110,13,0.6,0.75,0.6,0.4,0.8,0.75,0.75,0.625,1,9,0.68,0.39,0.59,8
110,14,0.6,0.75,0.6,0.4,0.6,0.75,0.75,0.625,2,5,0.64,0.27,0.69,7
110,15,0.4,0.625,0.4,0.4,0.6,0.75,0.625,0.75,1,5,0.59,-0.05,0.55,7
110,16,0.6,0.625,0.6,0.4,0.6,0.75,0.625,0.375,2,4,0.64,0.42,0.58,7
110,17,0.2,0.125,0.2,0.4,0.4,0.25,0.125,0.5,5,9,0.35,-0.67,0.35,6
110,18,0.2,0.125,0.2,0.6,0.2,0.25,0.125,0.75,3,7,0.39,-1.02,0.28,5
110,19,0.2,0.125,0.2,0.2,0.2,0.5,0.125,0.375,3,4,0.29,-0.52,0.31,5
110,20,0.2,0.25,0.2,0.2,0.2,0.25,0.125,0.375,5,16,0.34,0.24,0.31,5
110,21,0.2,0.125,0.2,0.4,0.2,0.25,0.125,0.25,3,9,0.31,-0.25,0.27,5
110,22,0,0.375,0,0.2,0.2,0.25,0.25,0.375,4,12,0.25,0.17,0.36,6
110,23,0,0.375,0,0.2,0,0.375,0.125,0.625,3,12,0.22,0.09,0.28,6
110,24,0,0.375,0,0.2,0,0.375,0.125,0.25,4,12,0.23,0.33,0.33,6
110,25,0,0.375,0,0.2,0.2,0.625,0.25,0.375,4,12,0.23,0.48,0.31,6
110,26,0,0.375,0,0.2,0,0.375,0.125,0.125,5,13,0.2,0.3,0.34,7
110,27,0.2,0.375,0.2,0.8,0.6,0.75,0.375,0.625,3,9,0.52,0.15,0.49,8
110,28,0.2,0.375,0.2,0.6,0.4,0.5,0.375,0.375,4,8,0.51,0.06,0.43,6
110,29,0.2,0.25,0.2,0.6,0,0.25,0.25,0.5,4,8,0.52,-0.09,0.42,6
111,0,1,1,1,1,1,0.8,0.8,0.6,1,1,0.67,0.35,0.77,7
111,1,0.8,0.8,1,0.8,0.8,0.9,1,0.5,0,2,0.64,0.35,0.69,8
111,2,0.6,0.5,0.6,0.2,0.8,0.8,0.8,0.3,3,4,0.47,-0.14,0.5,6
111,3,0.4,0.3,0.6,0,0.4,0.4,0.4,0.3,3,8,0.47,-0.38,0.49,7
111,4,0.6,0.5,0.6,0.2,0.6,0.6,0.6,0.2,1,4,0.5,0.13,0.57,7
111,5,0.4,0.4,0.6,0,0.4,0.3,0.4,0.4,2,8,0.39,0.33,0.32,7
112,0,0.8571428571,0.9090909091,1,1,0.85714286,0.9090909091,1,0.7272727273,0,0,0.66,-0.91,0.77,8
112,1,0.7142857143,0.7272727273,0.8571428571,0.4285714286,0.85714286,0.8181818182,0.7272727273,0.5454545455,0,1,0.43,-0.79,0.62,8
112,2,0.7142857143,0.6363636364,0.7142857143,0.5714285714,0.71428571,0.6363636364,0.6363636364,0.4545454545,2,5,0.62,-0.26,0.56,8
112,3,0.4285714286,0.4545454545,0.4285714286,0.1428571429,0.42857143,0.4545454545,0.5454545455,0.2727272727,2,6,0.42,-0.99,0.53,8
112,4,0.5714285714,0.6363636364,0.7142857143,0.8571428571,0.71428571,0.8181818182,0.6363636364,0.8181818182,4,8,0.37,0.08,0.43,8
112,5,0.4285714286,0.6363636364,0.4285714286,0.7142857143,0.42857143,0.5454545455,0.5454545455,0.6363636364,1,8,0.23,-0.26,0.52,8
113,0,0.875,0.6666666667,0.875,0.375,1,0.9166666667,0.8333333333,0.4166666667,4,12,0.6,0.73,0.77,8
113,1,1,0.9166666667,1,0.875,1,1,1,0.6666666667,1,1,0.63,0.39,0.72,8
113,2,0.625,0.6666666667,0.625,0.375,0.75,0.8333333333,0.6666666667,0.5833333333,1,0,0.58,0.01,0.71,8
113,3,0.625,0.6666666667,0.625,0.5,0.625,0.75,0.6666666667,0.4166666667,1,4,0.63,0.23,0.7,8
113,4,0.625,0.5,0.75,0.5,0.75,0.5833333333,0.5833333333,0.3333333333,4,9,0.54,0.12,0.61,8
113,5,0.875,0.6666666667,0.875,0.625,0.875,0.8333333333,0.8333333333,0.5833333333,1,2,0.6,0.95,0.75,8
114,0,1,0.9090909091,1,0.7142857143,0.85714286,0.8181818182,1,0.6363636364,2,5,0.73,-0.13,0.68,8
114,1,1,1,1,0.5714285714,1,1,1,0.6363636364,1,1,0.66,-0.34,0.65,8
114,2,0.8571428571,0.8181818182,0.8571428571,0.5714285714,0.85714286,0.7272727273,0.8181818182,0.7272727273,4,9,0.6,0.02,0.6,7
114,3,0.8571428571,0.9090909091,0.8571428571,0.4285714286,0.85714286,0.7272727273,0.8181818182,0.5454545455,2,1,0.68,0.25,0.65,8
114,4,0.5714285714,0.4545454545,0.5714285714,0.4285714286,0.57142857,0.5454545455,0.5454545455,0.5454545455,5,9,0.44,0.35,0.56,7
114,5,0.7142857143,0.5454545455,0.7142857143,0.8571428571,0.71428571,0.5454545455,0.6363636364,0.6363636364,2,6,0.46,-0.45,0.52,7
115,0,0.7142857143,0.9166666667,1,0.8571428571,0.71428571,0.9166666667,0.9166666667,0.8333333333,1,5,0.74,-0.65,0.73,8
115,1,0.5714285714,0.4166666667,0.5714285714,0.8571428571,0.42857143,0.4166666667,0.4166666667,0.75,3,8,0.4,-1.13,0.46,7
115,2,0.4285714286,0.8333333333,0.7142857143,0.7142857143,0.57142857,0.75,0.75,0.9166666667,2,7,0.51,-0.55,0.52,8
115,3,0.5714285714,0.6666666667,0.7142857143,0.8571428571,0.71428571,0.5,0.6666666667,0.6666666667,4,9,0.57,-0.81,0.57,8
115,4,0.4285714286,0.6666666667,0.7142857143,0.5714285714,0.85714286,0.6666666667,0.5833333333,0.5833333333,4,6,0.56,-0.59,0.51,8
115,5,0.2857142857,0.5,0.5714285714,0.8571428571,0.85714286,0.75,0.5833333333,0.75,3,8,0.56,-0.31,0.61,8
116,0,1,1,1,0.5,1,1,1,0.5,0,0,0.75,-0.04,0.73,8
116,1,1,0.8333333333,1,0.6666666667,1,1,0.8333333333,0.6666666667,2,6,0.62,0.2,0.73,8
116,2,1,1,1,0.6666666667,0.83333333,1,1,0.5,1,8,0.6,-0.02,0.78,8
116,3,1,1,1,0.6666666667,1,1,1,0.5,2,5,0.55,0.13,0.76,8
116,4,0.8333333333,1,1,0.3333333333,1,0.8333333333,0.8333333333,0.6666666667,1,4,0.64,-0.2,0.77,8
116,5,0.8333333333,1,1,0.8333333333,0.66666667,0.6666666667,1,0.8333333333,0,0,0.68,-0.21,0.74,9
117,0,1,1,1,1,1,1,1,1,5,8,0.52,-0.27,0.82,7
117,1,0.8,0.6666666667,0.8,0.8,0.4,0.5,0.6666666667,0.8333333333,2,5,0.34,-0.52,0.49,7
117,2,0.8,0.6666666667,1,1,0.4,0.6666666667,0.6666666667,0.6666666667,4,9,0.69,-0.17,0.8,7
117,3,0.6,0.5,0.8,1,1,0.6666666667,0.6666666667,0.8333333333,4,17,0.52,-0.08,0.6,6
117,4,0.8,0.6666666667,0.8,1,0.8,0.6666666667,0.6666666667,0.5,4,4,0.77,-0.78,0.82,6
117,5,0.8,0.6666666667,0.8,1,0.8,0.6666666667,0.6666666667,0.8333333333,2,6,0.76,-0.42,0.78,6
118,0,0.8333333333,1,1,0.8333333333,0.83333333,0.8,0.8,0.4,0,0,0.67,-0.51,0.73,8
118,1,0.8333333333,0.8,0.8333333333,0.8333333333,0.83333333,0.8,0.8,0.8,1,3,0.65,-0.23,0.72,8
118,2,0.6666666667,0.8,0.6666666667,0.6666666667,0.5,0.8,0.8,0.8,3,7,0.48,0.1,0.65,7
118,3,0.6666666667,0.8,0.6666666667,0.6666666667,0.66666667,0.8,0.8,0.8,2,5,0.54,0.13,0.64,8
118,4,0.6666666667,0.8,0.6666666667,1,0.66666667,1,0.8,0.6,2,4,0.61,0.17,0.72,8
118,5,0.3333333333,0.4,0.6666666667,0.6666666667,0.66666667,0.6,0.8,0.8,1,3,0.38,0.22,0.48,8
119,0,0.875,0.9090909091,1,0.75,1,0.9090909091,0.8181818182,0.4545454545,4,9,0.62,-0.04,0.77,8
119,1,0.875,0.5454545455,1,0.625,1,0.8181818182,0.8181818182,0.6363636364,2,6,0.63,0.04,0.67,8
119,2,1,0.8181818182,1,0.5,1,1,0.8181818182,0.4545454545,2,4,0.64,0.01,0.72,8
119,3,0.75,0.8181818182,1,1,0.75,0.8181818182,0.8181818182,0.5454545455,2,3,0.58,-0.05,0.69,8
119,4,0.875,0.7272727273,0.875,0.875,1,0.9090909091,0.9090909091,0.4545454545,2,8,0.55,-0.1,0.72,8
119,5,0.5,0.5454545455,1,0.875,1,0.7272727273,0.8181818182,0.5454545455,4,9,0.37,-0.14,0.51,7
120,0,1,0.8888888889,1,0.625,1,0.7777777778,0.8888888889,0.3333333333,1,3,0.62,0.79,0.73,8
120,1,0.625,0.5555555556,0.75,0.5,0.875,0.6666666667,0.5555555556,0.5555555556,1,4,0.53,1,0.59,8
120,2,0.75,0.7777777778,0.875,0.625,1,0.8888888889,0.7777777778,0.5555555556,1,0,0.57,0.79,0.69,8
120,3,0.625,0.5555555556,0.75,0.375,0.75,0.3333333333,0.4444444444,0.4444444444,3,4,0.37,0.5,0.44,7
120,4,0.875,0.6666666667,0.875,0.625,0.875,0.6666666667,0.7777777778,0.5555555556,4,4,0.5,1.21,0.64,8
120,5,0.625,0.5555555556,0.875,0.75,0.875,0.5555555556,0.5555555556,0.5555555556,2,9,0.49,0.54,0.55,8
121,0,0.8888888889,0.7,1,0.7777777778,1,0.8,0.7,0.7,1,4,0.65,0.24,0.7,8
121,1,0.8888888889,0.8,1,0.4444444444,1,0.9,0.8,0.4,0,0,0.61,-0.02,0.67,8
121,2,0.8888888889,0.8,1,0.1111111111,1,0.8,0.8,0.5,0,2,0.59,0.13,0.66,9
121,3,0.3333333333,0.4,0.3333333333,0.8888888889,0.55555556,0.5,0.3,0.2,4,8,0.35,0.51,0.31,8
121,4,0.7777777778,0.7,0.7777777778,0.8888888889,0.66666667,0.7,0.7,0.6,1,2,0.53,0.66,0.54,8
121,5,0.8888888889,0.6,0.8888888889,0.7777777778,0.88888889,0.8,0.7,0.4,3,4,0.6,0.59,0.59,8
122,0,1,1,1,0.8,1,1,1,0.6666666667,0,7,0.79,-0.19,0.75,8
122,1,0.8,0.7777777778,0.8,0.6,1,0.8888888889,0.7777777778,0.5555555556,2,8,0.65,-0.33,0.64,8
122,2,0.4,0.7777777778,0.4,0.4,0.8,0.6666666667,0.7777777778,0.6666666667,1,7,0.74,0.05,0.67,7
122,3,0.8,0.7777777778,1,0.6,1,1,1,0.5555555556,3,6,0.7,0.28,0.66,9
122,4,0.4,0.4444444444,0.4,0.8,0.4,0.3333333333,0.5555555556,0.5555555556,5,9,0.56,-0.09,0.52,8
122,5,0.4,0.6666666667,0.6,0.6,0.6,0.7777777778,0.7777777778,0.6666666667,4,5,0.38,0.26,0.38,7
123,0,1,1,1,0.8333333333,1,1,1,0.7777777778,0,1,0.64,0.82,0.71,9
123,1,0.8333333333,1,1,0.8333333333,1,0.8888888889,0.8888888889,0.6666666667,0,0,0.61,0.61,0.65,8
123,2,0.8333333333,0.7777777778,0.8333333333,1,0.83333333,0.7777777778,0.7777777778,0.8888888889,1,8,0.75,0.68,0.73,7
123,3,0.5,0.4444444444,0.5,0.5,0.66666667,0.5555555556,0.4444444444,0.6666666667,2,6,0.51,0.84,0.53,8
123,4,0.8333333333,0.6666666667,0.8333333333,1,0.83333333,0.7777777778,0.6666666667,0.7777777778,1,4,0.59,0.62,0.55,8
123,5,0.8333333333,0.7777777778,0.8333333333,0.8333333333,0.83333333,0.6666666667,0.7777777778,0.4444444444,5,9,0.63,1,0.68,8
124,0,0.5714285714,0.8571428571,0.7142857143,0.8571428571,1,0.8571428571,0.8571428571,0.5714285714,1,2,0.6,-0.17,0.62,6
124,1,0.7142857143,0.8571428571,0.7142857143,0.7142857143,1,1,0.8571428571,0.2857142857,1,5,0.59,0.64,0.56,7
124,2,0.4285714286,0.5714285714,0.5714285714,0.5714285714,0.57142857,0.8571428571,0.5714285714,0.1428571429,2,7,0.51,0.56,0.61,7
124,3,0.5714285714,0.7142857143,0.5714285714,1,0.71428571,0.7142857143,0.7142857143,0.5714285714,2,7,0.64,-0.41,0.57,8
124,4,0.7142857143,0.8571428571,0.8571428571,0.7142857143,0.85714286,0.8571428571,0.8571428571,0.4285714286,2,8,0.71,0.03,0.65,7
124,5,0.4285714286,0.8571428571,0.7142857143,0.5714285714,0.85714286,0.5714285714,0.8571428571,0.4285714286,2,4,0.51,0.49,0.49,7
125,0,1,0.8571428571,1,0.8,1,1,1,0.7142857143,0,2,0.5,-0.29,0.79,7
125,1,0.6,0.8571428571,0.8,1,0.8,0.8571428571,0.8571428571,1,5,9,0.57,-0.44,0.57,8
125,2,0.6,0.5714285714,0.8,0.8,0.8,0.8571428571,0.7142857143,0.8571428571,5,13,0.52,-0.04,0.61,7
125,3,0.8,0.5714285714,0.8,1,1,0.8571428571,0.7142857143,1,3,9,0.59,-0.43,0.6,8
125,4,0.8,0.8571428571,0.8,0.8,1,0.8571428571,0.8571428571,1,4,6,0.55,-0.05,0.58,7
125,5,0.6,0.4285714286,0.6,0.6,0.6,0.5714285714,0.4285714286,0.2857142857,4,9,0.51,0.01,0.58,7
126,0,0.7142857143,0.8571428571,1,0.1428571429,1,1,1,0.4285714286,2,8,0.61,0.18,0.68,8
126,1,0.8571428571,0.8571428571,0.8571428571,0.2857142857,0.71428571,0.8571428571,0.7142857143,0.2857142857,2,4,0.43,-0.23,0.59,8
126,2,0.7142857143,0.7142857143,0.7142857143,0.4285714286,0.71428571,0.7142857143,0.7142857143,0.2857142857,1,4,0.54,-0.31,0.61,8
126,3,0.5714285714,0.2857142857,0.5714285714,0.2857142857,0.42857143,0.5714285714,0.5714285714,0.4285714286,1,4,0.26,0.41,0.52,8
126,4,0.4285714286,0.4285714286,0.4285714286,0.1428571429,0.42857143,0.4285714286,0.4285714286,0.1428571429,3,14,0.44,-0.63,0.55,8
126,5,0.5714285714,0.4285714286,0.4285714286,0.5714285714,0.42857143,0.5714285714,0.5714285714,0.8571428571,3,6,0.26,0.02,0.42,8
127,0,1,0.9090909091,1,0.4444444444,1,0.8181818182,1,0.6363636364,0,1,0.76,0.23,0.77,8
127,1,0.6666666667,0.3636363636,0.7777777778,0.5555555556,0.66666667,0.8181818182,0.7272727273,0.7272727273,4,9,0.52,0.32,0.63,8
127,2,0.3333333333,0.2727272727,0.6666666667,0.7777777778,0.77777778,0.7272727273,0.5454545455,0.5454545455,4,9,0.42,-0.27,0.47,8
127,3,0.7777777778,0.6363636364,0.7777777778,1,0.77777778,0.6363636364,0.7272727273,0.3636363636,4,9,0.46,-0.32,0.45,8
127,4,0.2222222222,0.1818181818,0.5555555556,0.5555555556,0.77777778,0.6363636364,0.5454545455,0.3636363636,5,9,0.4,-0.02,0.52,7
127,5,0.1111111111,0.1818181818,0.3333333333,0.6666666667,0.22222222,0.1818181818,0.3636363636,0.3636363636,4,9,0.43,0.02,0.36,7
128,0,1,1,1,0.8333333333,1,0.7692307692,1,0.6153846154,3,7,0.61,-0.42,0.75,8
128,1,0.8333333333,0.6923076923,0.8333333333,0.6666666667,0.83333333,0.7692307692,0.6923076923,0.4615384615,0,1,0.53,0.02,0.68,8
128,2,0.8333333333,0.6923076923,0.8333333333,0.6666666667,0.83333333,0.7692307692,0.8461538462,0.4615384615,1,1,0.48,-0.35,0.64,8
128,3,0.6666666667,0.7692307692,0.6666666667,0.6666666667,0.66666667,0.7692307692,0.6923076923,0.6153846154,3,5,0.47,-0.64,0.6,6
128,4,0.3333333333,0.6153846154,0.5,0.6666666667,0.66666667,0.8461538462,0.8461538462,0.6923076923,1,1,0.65,0.08,0.74,8
128,5,0,0.3846153846,0.1666666667,0,0.16666667,0.5384615385,0.5384615385,0.3076923077,5,9,0.36,0.49,0.42,7
129,0,0.8,0.625,0.8,0.8,1,0.5,0.75,0.5,5,9,0.54,-0.56,0.59,8
129,1,0.6,0.75,0.6,0.6,0.8,0.75,0.875,0.5,4,5,0.19,0.87,0.34,7
129,2,0.4,0.375,0.6,0.8,0.4,0.625,0.5,0.5,5,9,0.51,0.17,0.65,7
129,3,0.8,0.625,1,0.8,1,0.75,0.75,0.625,2,7,0.56,-0.16,0.57,8
129,4,0.8,0.625,1,0.8,1,0.75,1,0.25,1,4,0.46,0.29,0.55,8
129,5,0.4,0.375,0.2,0.8,0.8,0.75,0.5,0.25,2,8,0.36,0.67,0.43,6
130,0,0.6666666667,0.625,1,1,1,1,0.875,0.625,2,8,0.67,0.21,0.73,6
130,1,0.5,0.75,0.6666666667,0.8333333333,0.66666667,1,0.75,0.75,4,7,0.64,1.05,0.61,8
130,2,0.5,0.75,0.5,1,0.66666667,0.75,0.75,0.875,2,8,0.51,0.69,0.61,8
130,3,0.6666666667,0.625,0.8333333333,0.5,0.83333333,0.875,0.75,0.625,1,4,0.49,0.68,0.56,6
130,4,0.8333333333,0.875,0.8333333333,0.8333333333,0.83333333,0.875,0.75,0.625,2,4,0.49,0.12,0.56,6
130,5,0.3333333333,0.625,0.5,0.3333333333,0.66666667,0.625,0.5,0.5,5,10,0.45,-0.04,0.53,6
131,0,1,1,1,0.6,1,1,1,0.5714285714,2,6,0.58,0.21,0.76,8
131,1,0.8,1,1,0.4,1,1,1,0.5714285714,2,5,0.56,0.24,0.66,8
131,2,0.6,0.5714285714,0.6,0.2,0.8,0.5714285714,0.7142857143,0.5714285714,4,14,0.53,0.27,0.57,8
131,3,0.2,0.5714285714,0.6,0.2,0.6,0.8571428571,0.5714285714,0.5714285714,5,7,0.47,0.07,0.52,7
131,4,0.4,0.7142857143,0.6,0.4,0.6,0.5714285714,0.8571428571,0.4285714286,1,6,0.5,0.12,0.54,8
131,5,0.4,0.4285714286,0.6,0,0.6,0.4285714286,0.7142857143,0.4285714286,5,0,0.44,0.2,0.6,8
132,0,1,0.9,1,1,1,0.9,0.9,1,0,3,0.72,-0.04,0.77,8
132,1,0.8333333333,0.7,0.8333333333,1,1,0.9,0.8,0.7,1,2,0.58,-0.66,0.59,8
132,2,1,0.7,1,0.5,1,0.9,0.9,0.6,2,6,0.47,0.62,0.56,8
132,3,0.8333333333,0.6,0.8333333333,0.8333333333,0.66666667,0.7,0.6,0.6,1,4,0.52,-0.41,0.5,7
132,4,1,0.9,1,0.5,1,0.8,0.9,0.4,1,4,0.39,-0.03,0.42,8
132,5,0.8333333333,0.7,1,1,1,0.9,0.8,0.5,1,2,0.46,-0.01,0.47,8
133,0,0.8,0.7142857143,0.8,0.8,0.8,0.7142857143,0.7142857143,0.4285714286,1,1,0.56,-0.25,0.52,8
133,1,0.6,0.5714285714,0.6,0.8,0.6,0.7142857143,0.5714285714,0.7142857143,1,1,0.54,-0.45,0.68,8
133,2,0.8,0.8571428571,0.8,0.8,0.8,1,0.8571428571,0.5714285714,0,0,0.61,-0.31,0.74,8
133,3,0.4,0.5714285714,0.6,0.4,0.8,0.8571428571,0.7142857143,0.4285714286,0,5,0.51,0.13,0.67,8
133,4,0.2,0.2857142857,0.4,0.6,0.6,0.5714285714,0.5714285714,0.2857142857,5,9,0.29,0.42,0.37,6
133,5,0.8,0.7142857143,0.8,0.8,0.8,0.7142857143,0.7142857143,0.4285714286,2,7,0.47,-0.78,0.57,8
134,0,0.8333333333,0.875,1,1,1,0.875,0.875,0.75,0,0,0.56,0.45,0.68,8
134,1,0.3333333333,0.375,0.3333333333,1,0.66666667,0.5,0.375,0.625,4,9,0.64,-0.92,0.63,8
134,2,0.3333333333,0.5,0.3333333333,1,0.5,0.5,0.5,0.625,4,9,0.54,0.17,0.59,8
134,3,0.5,0.625,0.3333333333,1,0.5,0.375,0.625,0.75,1,2,0.5,0.6,0.56,7
134,4,0.8333333333,0.875,1,1,1,0.875,0.75,0.75,0,1,0.49,0.22,0.69,8
134,5,1,0.625,0.8333333333,0.8333333333,1,0.75,0.875,0.625,5,9,0.63,0.4,0.6,8
135,0,0.5,0.7142857143,1,0.625,0.625,0.8571428571,0.8571428571,0.2857142857,3,5,0.62,-0.03,0.69,8
135,1,0.375,0.5714285714,0.875,0.375,0.875,0.7142857143,0.8571428571,0.1428571429,3,10,0.57,-0.21,0.6,7
135,2,0.375,0.4285714286,0.75,0.75,0.875,0.7142857143,0.5714285714,0.4285714286,5,8,0.56,-0.07,0.58,7
135,3,0.25,0.4285714286,0.375,0.625,0.875,0.7142857143,0.5714285714,0.5714285714,3,10,0.49,0.13,0.54,5
135,4,0,0.4285714286,0.25,0.625,0.875,0.5714285714,0.2857142857,0.4285714286,5,9,0.34,-0.05,0.45,5
135,5,0,0.2857142857,0.25,0.5,0.625,0.5714285714,0,0.2857142857,3,12,0.33,-0.26,0.49,8
136,0,0.5,0.6666666667,0.5,1,0.5,0.6666666667,0.6666666667,0.6666666667,1,4,0.52,0.23,0.51,5
136,1,1,1,1,1,0.5,1,1,0.5,2,2,0.81,0.12,0.75,7
136,2,0.5,1,1,1,1,1,1,0.6666666667,1,1,0.86,0.35,0.71,7
136,3,0.5,1,1,1,1,1,1,0.3333333333,0,1,0.81,0.53,0.79,8
136,4,0.5,0.6666666667,0.5,1,0.5,0.6666666667,0.6666666667,0.6666666667,1,4,0.6,0.45,0.54,8
137,0,0.8333333333,0.7777777778,1,0.6666666667,1,0.6666666667,0.7777777778,0.4444444444,2,5,0.67,0.54,0.64,8
137,1,0.8333333333,0.7777777778,1,0.8333333333,0.83333333,0.8888888889,0.7777777778,0.5555555556,2,5,0.6,0.82,0.68,7
137,2,1,0.7777777778,1,0.8333333333,1,0.7777777778,0.7777777778,0.4444444444,2,4,0.48,0.4,0.63,8
137,3,1,1,1,0.8333333333,1,1,1,0.7777777778,0,1,0.71,0.39,0.87,8
138,0,0.75,0.625,1,0.25,1,0.875,0.75,0.5,3,5,0.5,0.28,0.85,7
138,1,1,0.75,1,0.75,1,0.875,0.875,0.625,0,0,0.64,0.44,0.88,9
138,2,0.75,0.75,0.75,0.75,0.75,0.625,0.875,0.625,1,1,0.56,0.11,0.67,7
138,3,1,1,1,0.75,1,1,0.875,0.5,0,0,0.61,-0.01,0.82,8
138,4,1,0.875,1,0.5,0.75,0.875,0.875,0.5,0,0,0.57,0.63,0.87,7
139,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3333333333,1,0,0.52,0.34,0.56,5
139,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.3333333333,1,0,0.45,-0.32,0.5,5
139,2,1,1,1,1,0.5,1,1,0.5,0,0,0.84,-0.04,0.79,8
139,3,0.5,0.5,0.5,1,0.5,0.6666666667,0.5,0.3333333333,0,2,0.74,-0.06,0.79,8
139,4,0,0.5,0,1,0,0.5,0.5,0.3333333333,0,1,0.51,0.48,0.69,8
140,0,1,0.875,1,1,1,0.875,1,1,0,0,0.71,0.71,0.83,8
140,1,0.5,0.625,0.5,1,0.75,0.375,0.5,0.75,1,4,0.61,0.26,0.57,7
140,2,0.5,0.75,0.75,1,0.5,0.625,0.625,0.75,1,3,0.75,0.28,0.74,9
140,3,0.5,0.5,0.5,1,0.75,0.625,0.625,0.75,1,4,0.57,0.32,0.61,8
140,4,0.5,0.625,0.75,1,0.5,0.5,0.625,0.625,1,4,0.63,0.13,0.65,7
141,0,0.4,0.5,0.6,0.6,0.4,0.5,0.7,0.4,1,4,0.42,-0.98,0.55,6
141,1,0.4,0.6,0.4,0.4,0.6,0.6,0.5,0.3,1,4,0.43,-0.07,0.69,6
141,2,1,0.8,1,1,1,0.7,0.8,0.7,0,0,0.65,0.22,0.85,8
141,3,0.8,0.9,1,0.2,1,0.7,0.8,0.5,0,0,0.62,0.54,0.81,8
141,4,0.6,0.5,0.6,0.6,0.4,0.6,0.7,0.5,1,4,0.44,0.03,0.61,8
142,0,1,1,1,1,1,1,1,0.75,1,1,0.69,-0.05,0.78,8
142,1,1,0.875,1,1,1,1,1,1,0,0,0.79,-0.28,0.82,7
142,2,0.75,0.75,1,1,1,1,1,0.625,1,2,0.69,0.25,0.79,7
142,3,1,1,1,0.5,0.75,1,1,0.625,0,3,0.74,0.08,0.74,8
142,4,1,0.875,1,0.75,1,1,1,0.625,0,2,0.81,-0.51,0.91,9
143,0,0.3333333333,0.4444444444,0.6666666667,1,0.33333333,0.4444444444,0.4444444444,0.5555555556,2,8,0.57,-0.02,0.64,7
143,1,0.3333333333,0.4444444444,0.3333333333,0.3333333333,0.66666667,0.5555555556,0.4444444444,0.6666666667,2,8,0.56,0.06,0.58,5
143,2,0.3333333333,0.3333333333,0.3333333333,0.6666666667,0.33333333,0.6666666667,0.4444444444,0.3333333333,2,5,0.67,-0.11,0.74,8
143,3,0.3333333333,0.4444444444,0.6666666667,0.6666666667,0.33333333,0.4444444444,0.5555555556,0.2222222222,3,9,0.63,-0.45,0.73,6
143,4,0,0.2222222222,0,0.3333333333,0,0.3333333333,0.3333333333,0.2222222222,3,12,0.66,0.14,0.72,6
144,0,0.5,0.1666666667,0.5,1,0.5,0.5,0.3333333333,0.6666666667,4,9,0.56,0.3,0.7,7
144,1,0.5,0.1666666667,0.5,1,0.5,0.3333333333,0.1666666667,0.6666666667,2,6,0.46,0.44,0.64,8
144,2,0.5,0.3333333333,0.5,1,1,0.8333333333,0.3333333333,0.6666666667,1,1,0.53,0.77,0.59,8
144,3,0.5,0.8333333333,0.5,1,1,0.8333333333,0.8333333333,1,4,9,0.75,0.43,0.74,8
145,0,0.6666666667,0.6666666667,1,1,1,0.9166666667,0.75,0.6666666667,1,3,0.66,0.37,0.82,9
145,1,0.5,0.6666666667,0.8333333333,0.8333333333,0.5,0.75,0.5833333333,0.75,2,7,0.6,0.13,0.63,8
145,2,0.5,0.5833333333,0.6666666667,0.8333333333,0.66666667,0.9166666667,0.6666666667,0.6666666667,2,4,0.64,0.06,0.68,7
145,3,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.83333333,0.8333333333,0.6666666667,0.5,2,4,0.63,0.13,0.7,7
145,4,0.8333333333,0.6666666667,1,0.6666666667,0.83333333,1,0.75,0.5,0,0,0.64,0.35,0.76,9
146,0,0.6,0.4285714286,0.6,0.6,0.6,0.4285714286,0.4285714286,0.5714285714,1,3,0.55,0,0.48,6
146,1,0.8,0.5714285714,0.6,0.6,0.6,0.5714285714,0.4285714286,0.4285714286,2,5,0.44,0.15,0.37,5
146,2,0.6,0.4285714286,0.6,0.6,0.6,0.4285714286,0.4285714286,0.2857142857,1,0,0.46,-0.19,0.42,6
146,3,0.6,0.5714285714,0.6,0.6,0.6,0.4285714286,0.5714285714,0.4285714286,1,2,0.49,-0.27,0.45,8
146,4,0.4,0.4285714286,0.6,0.4,0.6,0.4285714286,0.4285714286,0.5714285714,2,4,0.4,0.14,0.41,7
146,5,0.6,0.4285714286,1,1,0.6,0.4285714286,0.4285714286,0.2857142857,2,8,0.56,-0.06,0.6,8
146,6,0.8,0.7142857143,0.8,0.8,0.8,0.7142857143,0.7142857143,0.5714285714,1,1,0.52,-0.14,0.52,7
146,7,0.6,0.4285714286,0.6,0.6,0.6,0.5714285714,0.2857142857,0.5714285714,5,4,0.49,-0.38,0.47,8
146,8,0.8,0.2857142857,0.8,0.8,0.8,0.5714285714,0.5714285714,0.2857142857,4,8,0.48,0.1,0.48,8
146,9,0.6,0.2857142857,0.6,0.4,0.4,0.1428571429,0.4285714286,0.1428571429,4,6,0.47,0.06,0.42,7
146,10,0.4,0.1428571429,0.4,0,0.4,0.2857142857,0.1428571429,0.2857142857,4,9,0.1,0.72,0.12,5
